X, Y, Z
54, 22936, 74644;
90, 11718, 51358;
95, 2258, 24828;
25, 17990, 55224;
22, 29256, 88740;
63, 1660, 12922;
50, 1340, 9024;
4, 16818, 50490;
53, 13454, 45984;
57, 6424, 25774;
81, 9742, 42352;
77, 9705, 40977;
29, 9205, 29301;
56, 1488, 10740;
73, 6801, 31065;
76, 16074, 59778;
63, 816, 10390;
6, 3406, 10294;
12, 16432, 49588;
38, 15210, 48522;
66, 1667, 13717;
22, 24415, 74217;
63, 24120, 80302;
60, 17040, 58324;
94, 824, 20148;
41, 8326, 28344;
68, 1631, 14145;
25, 22328, 68238;
46, 21996, 70224;
53, 27785, 88977;
94, 3882, 29322;
56, 3347, 16317;
35, 23871, 74067;
37, 26659, 82719;
8, 149, 579;
35, 3332, 12450;
39, 11111, 36379;
94, 11649, 52623;
90, 831, 18697;
73, 27045, 91797;
2, 13502, 40518;
5, 2245, 6789;
72, 235, 11077;
29, 17345, 53721;
45, 3439, 14371;
23, 1158, 4536;
68, 288, 10116;
6, 16087, 48337;
53, 509, 7149;
83, 17998, 67776;
41, 18297, 58257;
81, 17821, 66589;
13, 2700, 8442;
96, 15130, 63826;
22, 1623, 5841;
10, 7803, 23613;
62, 19798, 67086;
76, 5085, 26811;
39, 18538, 58660;
10, 20492, 61680;
80, 4936, 27612;
62, 4606, 21510;
29, 22348, 68730;
22, 21920, 66732;
99, 13410, 59836;
37, 9174, 30264;
17, 12582, 38328;
47, 9148, 31866;
56, 282, 7122;
39, 20787, 65407;
65, 22840, 76974;
36, 1897, 8287;
52, 1225, 9087;
11, 679, 2283;
67, 806, 11400;
28, 5281, 17415;
68, 1085, 12507;
27, 22521, 69025;
88, 19814, 74934;
81, 1781, 18469;
56, 5685, 23331;
47, 28867, 91023;
94, 28131, 102069;
82, 6634, 33354;
72, 21977, 76303;
24, 11474, 35578;
74, 22108, 77280;
34, 21383, 66465;
21, 18031, 54979;
18, 24250, 73402;
35, 19189, 60021;
14, 24073, 72615;
62, 20759, 69969;
66, 3456, 19084;
41, 2021, 9429;
31, 15455, 48291;
4, 7488, 22500;
20, 4381, 13947;
39, 16887, 53707;
74, 20142, 71382;
93, 14640, 61222;
42, 2514, 11074;
53, 474, 7044;
86, 9934, 44598;
18, 4736, 14860;
32, 26254, 80814;
39, 3729, 14233;
9, 11467, 34567;
12, 16029, 48379;
78, 23961, 84055;
36, 18963, 59485;
59, 4965, 21861;
87, 4937, 29953;
17, 23789, 71949;
39, 1451, 7399;
14, 7312, 22332;
87, 3864, 26734;
42, 27848, 87076;
54, 18569, 61543;
16, 11765, 35811;
86, 4596, 28584;
46, 8540, 29856;
22, 9584, 29724;
97, 13679, 59859;
36, 26009, 80623;
60, 26447, 86545;
97, 27446, 101160;
62, 23951, 79545;
18, 5657, 17623;
62, 8251, 32445;
64, 9543, 36825;
39, 4632, 16942;
86, 6745, 35031;
96, 3886, 30094;
13, 27682, 83388;
93, 21636, 82210;
68, 19602, 68058;
7, 5419, 16359;
78, 1498, 16666;
65, 24701, 82557;
45, 13009, 43081;
95, 15783, 65403;
68, 22167, 75753;
7, 8293, 24981;
7, 6008, 18126;
62, 6925, 28467;
65, 8467, 33855;
24, 29135, 88561;
86, 29115, 102141;
99, 29499, 108103;
15, 5917, 18205;
21, 14851, 45439;
10, 7715, 23349;
24, 15363, 47245;
50, 14873, 49623;
41, 19070, 60576;
23, 26383, 80211;
24, 26539, 80773;
9, 2942, 8992;
75, 5488, 27718;
31, 23854, 73488;
89, 365, 16941;
74, 3414, 21198;
54, 12860, 44416;
19, 6, 744;
40, 6647, 23145;
90, 4802, 30610;
83, 12795, 52167;
87, 13935, 56947;
60, 1004, 10216;
62, 24692, 81768;
30, 17402, 54010;
13, 5913, 18081;
15, 24674, 74476;
93, 7474, 39724;
14, 10807, 32817;
98, 258, 19986;
0, 1586, 4762;
75, 4698, 25348;
16, 2232, 7212;
82, 1025, 16527;
62, 827, 10173;
23, 15448, 47406;
0, 17396, 52192;
39, 6462, 22432;
4, 20207, 60657;
86, 11058, 47970;
76, 20855, 74121;
29, 11191, 35259;
55, 5844, 23586;
42, 13053, 42691;
83, 66, 13980;
81, 28861, 99709;
79, 9460, 40866;
64, 27749, 91443;
43, 13145, 43137;
33, 4213, 14821;
34, 622, 4182;
43, 1321, 7665;
31, 11124, 35298;
74, 7768, 34260;
31, 29459, 90303;
46, 24732, 78432;
62, 11135, 41097;
82, 25011, 88485;
92, 28170, 101442;
29, 2085, 7941;
14, 27930, 84186;
54, 28199, 90433;
33, 3628, 13066;
89, 27584, 98598;
38, 25881, 80535;
34, 3114, 11658;
15, 29848, 89998;
64, 29307, 96117;
49, 22533, 72405;
64, 29061, 95379;
46, 14945, 49071;
47, 23290, 74292;
49, 16025, 52881;
48, 18900, 61312;
63, 15627, 54823;
43, 27635, 86607;
81, 1302, 17032;
23, 3848, 12606;
27, 15121, 46825;
47, 29875, 94047;
51, 22960, 74086;
43, 12776, 42030;
54, 16482, 55282;
15, 7575, 23179;
62, 27950, 91542;
81, 4748, 27370;
9, 25311, 76099;
7, 2196, 6690;
0, 11086, 33262;
35, 18657, 58425;
32, 20191, 62625;
86, 16815, 65241;
29, 25934, 79488;
58, 15656, 53700;
49, 9132, 32202;
80, 2645, 20739;
95, 2980, 26994;
86, 4215, 27441;
91, 8195, 41151;
73, 13253, 50421;
53, 17016, 56670;
61, 21814, 72888;
3, 7831, 23515;
31, 27569, 84633;
56, 17956, 60144;
84, 6051, 32269;
14, 25231, 76089;
44, 161, 4359;
81, 8123, 37495;
29, 13903, 43395;
9, 13315, 40111;
17, 6272, 19398;
68, 10623, 41121;
53, 2718, 13776;
57, 19587, 65263;
1, 285, 861;
14, 25449, 76743;
8, 24907, 74853;
1, 5009, 15033;
36, 6810, 23026;
65, 6053, 26613;
69, 17122, 60892;
54, 11042, 38962;
52, 13329, 45399;
94, 20244, 78408;
71, 3140, 19506;
14, 19489, 58863;
67, 24554, 82644;
70, 5576, 26532;
34, 22310, 69246;
40, 29419, 91461;
70, 14966, 54702;
10, 3979, 12141;
22, 12947, 39813;
70, 23508, 80328;
88, 16280, 64332;
14, 23641, 71319;
95, 11109, 51381;
20, 20384, 61956;
93, 1558, 21976;
75, 19681, 70297;
52, 9424, 33684;
54, 16395, 55021;
20, 2572, 8520;
40, 26376, 82332;
84, 216, 14764;
85, 13378, 54588;
42, 27017, 84583;
13, 14950, 45192;
40, 6357, 22275;
63, 1384, 12094;
5, 6385, 19209;
63, 1223, 11611;
66, 1526, 13294;
99, 27410, 101836;
65, 2441, 15777;
98, 9899, 48909;
40, 14779, 47541;
82, 22475, 80877;
86, 24366, 87894;
63, 26566, 87640;
23, 26234, 79764;
96, 9616, 47284;
88, 206, 16110;
2, 2944, 8844;
24, 14299, 44053;
95, 4693, 32133;
85, 957, 17325;
49, 13687, 45867;
55, 23387, 76215;
7, 3199, 9699;
19, 9762, 30012;
79, 7672, 35502;
98, 22733, 87411;
5, 20327, 61035;
51, 15256, 50974;
27, 5770, 18772;
3, 15060, 45202;
65, 20446, 69792;
0, 4493, 13483;
66, 24163, 81205;
44, 1899, 9573;
35, 883, 5103;
42, 17878, 57166;
16, 18161, 54999;
60, 2141, 13627;
17, 14063, 42771;
83, 11353, 47841;
75, 10323, 42223;
28, 25549, 78219;
88, 22250, 82242;
25, 3985, 13209;
27, 9693, 30541;
12, 1200, 3892;
42, 12339, 40549;
14, 16654, 50358;
64, 17047, 59337;
26, 21326, 65334;
79, 8795, 38871;
70, 1218, 13458;
11, 17854, 53808;
19, 15812, 48162;
25, 24938, 76068;
5, 2933, 8853;
18, 28481, 86095;
57, 4229, 19189;
54, 4697, 19927;
91, 24418, 89820;
35, 1813, 7893;
98, 7892, 42888;
38, 14231, 45585;
18, 18584, 56404;
97, 1650, 23772;
36, 15180, 48136;
74, 28037, 95067;
19, 9099, 28023;
95, 29285, 105909;
98, 88, 19476;
50, 457, 6375;
77, 18112, 66198;
79, 20556, 74154;
82, 26811, 93885;
84, 6590, 33886;
21, 17236, 52594;
96, 13388, 58600;
13, 14345, 43377;
47, 19218, 62076;
48, 69, 4819;
9, 270, 976;
68, 13100, 48552;
32, 11303, 35961;
12, 25831, 77785;
64, 16750, 58446;
63, 10465, 39337;
69, 22179, 76063;
79, 80, 12726;
39, 23803, 74455;
65, 19000, 65454;
81, 1008, 16150;
66, 26541, 88339;
94, 7290, 39546;
5, 21271, 63867;
93, 17325, 69277;
56, 10475, 37701;
15, 2355, 7519;
52, 696, 7500;
19, 9291, 28599;
29, 29774, 91008;
25, 23394, 71436;
13, 25638, 77256;
49, 21361, 68889;
3, 17150, 51472;
50, 23254, 74766;
99, 26308, 98530;
74, 12424, 48228;
28, 3253, 11331;
20, 14166, 43302;
54, 18118, 60190;
58, 28271, 91545;
42, 22595, 71317;
4, 21287, 63897;
79, 17846, 66024;
56, 4088, 18540;
26, 7178, 22890;
54, 7367, 27937;
43, 13040, 42822;
83, 13417, 54033;
25, 28290, 86124;
2, 17254, 51774;
76, 17446, 63894;
79, 13309, 52413;
90, 1718, 21358;
11, 15208, 45870;
9, 15838, 47680;
43, 3169, 13209;
90, 3269, 26011;
75, 4836, 25762;
40, 27631, 86097;
94, 7479, 40113;
79, 14946, 57324;
40, 5672, 20220;
51, 27143, 86635;
87, 13462, 55528;
2, 19284, 57864;
2, 17458, 52386;
25, 15400, 47454;
75, 27527, 93835;
84, 15862, 61702;
3, 4920, 14782;
80, 14118, 55158;
11, 21129, 63633;
33, 25528, 78766;
65, 1313, 12393;
97, 14635, 62727;
99, 28175, 104131;
12, 16797, 50683;
11, 3082, 9492;
32, 12851, 40605;
0, 765, 2299;
40, 16571, 52917;
88, 16067, 63693;
32, 1888, 7716;
58, 13102, 46038;
58, 11966, 42630;
46, 23887, 75897;
80, 1383, 16953;
11, 27121, 81609;
49, 3686, 15864;
53, 9575, 34347;
5, 17713, 53193;
3, 6280, 18862;
29, 14340, 44706;
34, 455, 3681;
14, 2108, 6720;
50, 17064, 56196;
60, 18945, 64039;
77, 18591, 67635;
22, 1831, 6465;
90, 23291, 86077;
77, 26966, 92760;
27, 27700, 84562;
18, 20329, 61639;
54, 28577, 91567;
35, 21013, 65493;
24, 9021, 28219;
52, 1691, 10485;
91, 9898, 46260;
18, 14303, 43561;
50, 886, 7662;
21, 15593, 47665;
63, 2718, 16096;
3, 316, 970;
56, 11088, 39540;
84, 12725, 52291;
81, 9973, 43045;
83, 4614, 27624;
76, 18031, 65649;
4, 4084, 12288;
6, 29855, 89641;
40, 2062, 9390;
5, 25131, 75447;
94, 7359, 39753;
39, 5758, 20320;
52, 28534, 91014;
42, 4624, 17404;
81, 29955, 102991;
12, 26087, 78553;
19, 26949, 81573;
57, 25694, 83584;
5, 9730, 29244;
71, 20261, 70869;
73, 24854, 85224;
62, 9865, 37287;
80, 5584, 29556;
55, 2245, 12789;
22, 7577, 23703;
97, 1161, 22305;
19, 15318, 46680;
14, 23051, 69549;
13, 8464, 25734;
67, 14155, 51447;
18, 10578, 32386;
68, 21388, 73416;
14, 22995, 69381;
18, 9551, 29305;
72, 25045, 85507;
21, 2657, 8857;
92, 8909, 43659;
60, 1497, 11695;
85, 964, 17346;
18, 1195, 4237;
59, 5117, 22317;
40, 13680, 44244;
44, 16600, 53676;
73, 22361, 77745;
38, 8950, 29742;
21, 15282, 46732;
21, 9886, 30544;
24, 18068, 55360;
35, 4960, 17334;
17, 21421, 64845;
71, 14072, 52302;
86, 22595, 82581;
98, 14197, 61803;
23, 26231, 79755;
27, 20634, 63364;
99, 151, 20059;
10, 132, 600;
17, 5335, 16587;
55, 26509, 85581;
99, 26737, 99817;
12, 24433, 73591;
43, 7114, 25044;
12, 3503, 10801;
63, 9735, 37147;
85, 2, 14460;
70, 2303, 16713;
85, 19249, 72201;
75, 27971, 95167;
32, 4948, 16896;
42, 16220, 52192;
41, 18200, 57966;
25, 12883, 39903;
14, 3188, 9960;
49, 19319, 62763;
69, 16317, 58477;
29, 23386, 71844;
65, 21703, 73563;
9, 2077, 6397;
12, 21325, 64267;
59, 19693, 66045;
46, 29330, 92226;
6, 4814, 14518;
98, 6217, 37863;
24, 18071, 55369;
19, 16050, 48876;
14, 4158, 12870;
1, 1543, 4635;
17, 3926, 12360;
65, 29974, 98376;
99, 16598, 69400;
71, 11567, 44787;
94, 29212, 105312;
47, 5440, 20742;
40, 25906, 80922;
10, 16447, 49545;
76, 2639, 19473;
49, 4808, 19230;
57, 29345, 94537;
25, 27656, 84222;
88, 24649, 89439;
98, 21977, 85143;
46, 6056, 22404;
42, 46, 3670;
50, 21977, 70935;
34, 2994, 11298;
4, 4222, 12702;
7, 26540, 79722;
47, 25280, 80262;
88, 18214, 70134;
96, 19345, 76471;
56, 29006, 93294;
3, 8500, 25522;
42, 28956, 90400;
30, 24064, 73996;
16, 26677, 80547;
84, 10849, 46663;
24, 2320, 8116;
51, 18463, 60595;
0, 1831, 5497;
61, 17123, 58815;
77, 13712, 52998;
75, 2551, 18907;
59, 1484, 11418;
32, 22349, 69099;
70, 9407, 38025;
8, 1987, 6093;
35, 22338, 69468;
20, 18597, 56595;
53, 15574, 52344;
73, 15987, 58623;
50, 666, 7002;
51, 2277, 12037;
35, 7326, 24432;
17, 18477, 56013;
75, 5448, 27598;
37, 1916, 8490;
62, 27639, 90609;
97, 12487, 56283;
5, 18151, 54507;
16, 28107, 84837;
84, 1829, 19603;
53, 6735, 25827;
32, 14051, 44205;
30, 11177, 35335;
94, 14653, 61635;
8, 12675, 38157;
40, 1277, 7035;
86, 21471, 79209;
18, 26828, 81136;
71, 29273, 97905;
99, 14794, 63988;
64, 18604, 64008;
77, 15409, 58089;
30, 15480, 48244;
59, 2565, 14661;
91, 14403, 59775;
78, 12334, 49174;
43, 14269, 46509;
62, 10488, 39156;
58, 26952, 87588;
93, 15770, 64612;
96, 2231, 25129;
64, 3367, 18297;
76, 22358, 78630;
73, 23010, 79692;
14, 21803, 65805;
40, 11429, 37491;
43, 8060, 27882;
90, 18308, 71128;
37, 6290, 21612;
31, 11181, 35469;
43, 15548, 50346;
44, 13970, 45786;
69, 18582, 65272;
40, 6731, 23397;
91, 5258, 32340;
26, 13621, 42219;
76, 18840, 68076;
99, 3296, 29494;
98, 21331, 83205;
20, 28712, 86940;
89, 13100, 55146;
63, 1185, 11497;
8, 6387, 19293;
85, 17209, 66081;
26, 25755, 78621;
67, 10264, 39774;
73, 14, 10704;
89, 6603, 35655;
91, 26976, 97494;
48, 19362, 62698;
70, 13432, 50100;
85, 8022, 38520;
90, 11693, 51283;
21, 18927, 57667;
24, 1709, 6283;
22, 16357, 50043;
13, 739, 2559;
94, 11398, 51870;
43, 13850, 45252;
95, 871, 20667;
79, 29725, 101661;
6, 9278, 27910;
16, 20433, 61815;
8, 752, 2388;
82, 27302, 95358;
29, 20934, 64488;
27, 17433, 53761;
11, 3909, 11973;
22, 8830, 27462;
39, 24094, 75328;
9, 972, 3082;
34, 29027, 89397;
41, 28377, 88497;
98, 25371, 95325;
95, 27639, 100971;
2, 17640, 52932;
49, 20127, 65187;
56, 9191, 33849;
26, 11902, 37062;
70, 984, 12756;
50, 20717, 67155;
99, 5503, 36115;
17, 12918, 39336;
26, 11337, 35367;
97, 18835, 75327;
59, 14131, 49359;
38, 26296, 81780;
81, 16616, 62974;
6, 21908, 65800;
36, 15145, 48031;
97, 9109, 46149;
71, 6514, 29628;
99, 12202, 56212;
93, 2475, 24727;
11, 26444, 79578;
68, 828, 11736;
82, 21695, 78537;
98, 21396, 83400;
88, 25237, 91203;
71, 12716, 48234;
83, 837, 16293;
90, 5879, 33841;
50, 21786, 70362;
80, 2445, 20139;
11, 18846, 56784;
2, 7032, 21108;
8, 14841, 44655;
15, 1615, 5299;
63, 1733, 13141;
21, 24801, 75289;
44, 17476, 56304;
70, 20628, 71688;
67, 25251, 84735;
38, 7375, 25017;
46, 11136, 37644;
31, 28340, 86946;
15, 14507, 43975;
1, 4914, 14748;
78, 18473, 67591;
59, 3882, 18612;
37, 4479, 16179;
54, 16080, 54076;
45, 45, 4189;
28, 1109, 4899;
53, 584, 7374;
44, 18883, 60525;
17, 876, 3210;
64, 23080, 77436;
40, 6946, 24042;
95, 22006, 84072;
16, 22591, 68289;
44, 18090, 58146;
10, 18365, 55299;
99, 5548, 36250;
77, 14318, 54816;
30, 27254, 83566;
36, 10173, 33115;
18, 13305, 40567;
48, 15160, 50092;
24, 24892, 75832;
18, 22859, 69229;
34, 3399, 12513;
13, 22222, 67008;
54, 8767, 32137;
6, 21187, 63637;
41, 14290, 46236;
53, 10200, 36222;
64, 12502, 45702;
87, 5940, 32962;
51, 23596, 75994;
24, 4207, 13777;
54, 7403, 28045;
99, 15074, 64828;
84, 23994, 86098;
48, 9250, 32362;
93, 21374, 81424;
50, 14279, 47841;
27, 21302, 65368;
72, 25714, 87514;
57, 16162, 54988;
13, 4622, 14208;
84, 20267, 74917;
30, 19797, 61195;
90, 14463, 59593;
75, 19606, 70072;
63, 844, 10474;
23, 12726, 39240;
5, 18127, 54435;
31, 11638, 36840;
75, 29405, 99469;
98, 26611, 99045;
81, 12386, 50284;
12, 21107, 63613;
91, 5975, 34491;
28, 18014, 55614;
39, 23322, 73012;
80, 5515, 29349;
97, 1945, 24657;
50, 28605, 90819;
37, 1982, 8688;
41, 16750, 53616;
98, 20578, 80946;
1, 28619, 85863;
77, 7275, 33687;
35, 5631, 19347;
79, 2296, 19374;
45, 10164, 34546;
43, 24879, 78339;
12, 7383, 22441;
27, 10612, 33298;
35, 2716, 10602;
86, 13421, 55059;
3, 19907, 59743;
82, 67, 13653;
35, 10777, 34785;
43, 12652, 41658;
30, 833, 4303;
60, 7591, 29977;
42, 4788, 17896;
40, 26119, 81561;
64, 16135, 56601;
15, 24164, 72946;
57, 829, 8989;
55, 25390, 82224;
96, 15996, 66424;
33, 11603, 36991;
5, 13108, 39378;
60, 7523, 29773;
19, 24381, 73869;
12, 16883, 50941;
1, 2928, 8790;
51, 7487, 27667;
90, 21401, 80407;
12, 28179, 84829;
87, 22139, 81559;
56, 2747, 14517;
38, 10005, 32907;
73, 18009, 64689;
96, 25380, 94576;
5, 18343, 55083;
50, 4841, 19527;
43, 6845, 24237;
43, 13868, 45306;
43, 1814, 9144;
36, 8833, 29095;
88, 16143, 63921;
86, 5834, 32298;
29, 7087, 22947;
12, 10237, 31003;
88, 9069, 42699;
68, 27432, 91548;
91, 23134, 85968;
88, 178, 16026;
36, 15566, 49294;
44, 25827, 81357;
97, 13281, 58665;
34, 10662, 34302;
19, 15738, 47940;
76, 2142, 17982;
98, 19292, 77088;
5, 9240, 27774;
44, 7568, 26580;
51, 17200, 56806;
53, 7174, 27144;
29, 10742, 33912;
84, 29567, 102817;
9, 29889, 89833;
3, 1145, 3457;
50, 12900, 43704;
88, 7308, 37416;
9, 28337, 85177;
86, 24870, 89406;
17, 17980, 54522;
59, 13650, 47916;
22, 26466, 80370;
37, 6383, 21891;
83, 9353, 41841;
82, 25149, 88899;
18, 1656, 5620;
19, 8586, 26484;
76, 14091, 53829;
62, 26639, 87609;
88, 2896, 24180;
27, 229, 2149;
69, 22198, 76120;
14, 5212, 16032;
24, 26007, 79177;
43, 7356, 25770;
42, 24626, 77410;
57, 221, 7165;
22, 17838, 54486;
19, 1861, 6309;
34, 6236, 21024;
0, 26080, 78244;
63, 7997, 31933;
71, 17285, 61941;
34, 24772, 76632;
83, 24294, 86664;
12, 15068, 45496;
15, 1720, 5614;
65, 15405, 54669;
60, 9988, 37168;
77, 8859, 38439;
17, 18412, 55818;
58, 8976, 33660;
43, 18290, 58572;
42, 24188, 76096;
90, 19622, 75070;
65, 10266, 39252;
64, 21823, 73665;
22, 244, 1704;
69, 11581, 44269;
90, 27817, 99655;
7, 2508, 7626;
39, 878, 5680;
3, 19306, 57940;
61, 25939, 85263;
43, 11084, 36954;
15, 29384, 88606;
77, 22526, 79440;
21, 28255, 85651;
76, 17739, 64773;
74, 27603, 93765;
41, 13148, 42810;
20, 12362, 37890;
37, 12580, 40482;
49, 26583, 84555;
89, 7675, 38871;
69, 21571, 74239;
30, 28296, 86692;
21, 22797, 69277;
71, 14565, 53781;
58, 2223, 13401;
7, 19454, 58464;
75, 5923, 29023;
39, 22074, 69268;
94, 21926, 83454;
80, 24414, 86046;
29, 7100, 22986;
12, 6574, 20014;
20, 16756, 51072;
83, 20053, 73941;
99, 3821, 31069;
19, 26886, 81384;
74, 17689, 64023;
41, 26340, 82386;
35, 9153, 29913;
87, 11423, 49411;
95, 4297, 30945;
1, 2016, 6054;
16, 17590, 53286;
67, 24552, 82638;
18, 8301, 25555;
14, 22900, 69096;
80, 4157, 25275;
95, 29155, 105519;
93, 8224, 41974;
62, 21914, 73434;
74, 9534, 39558;
36, 120, 2956;
46, 8371, 29349;
98, 8358, 44286;
49, 16274, 53628;
99, 8929, 46393;
89, 7210, 37476;
67, 12732, 47178;
59, 9352, 35022;
46, 9807, 33657;
68, 19005, 66267;
36, 19284, 60448;
55, 24417, 79305;
62, 16964, 58584;
6, 17623, 52945;
70, 17341, 61827;
7, 19923, 59871;
26, 16167, 49857;
33, 1898, 7876;
58, 7575, 29457;
50, 1881, 10647;
3, 11251, 33775;
92, 2089, 23199;
83, 28760, 100062;
79, 21409, 76713;
34, 28344, 87348;
33, 668, 4186;
33, 8392, 27358;
73, 4909, 25389;
34, 9497, 30807;
68, 23584, 80004;
31, 27012, 82962;
49, 8115, 29151;
95, 21708, 83178;
58, 8789, 33099;
42, 13183, 43081;
55, 7853, 29613;
11, 27677, 83277;
35, 15070, 47664;
91, 15996, 64554;
41, 25354, 79428;
81, 4715, 27271;
37, 11541, 37365;
61, 6550, 27096;
42, 10667, 35533;
13, 18602, 56148;
26, 18052, 55512;
73, 27577, 93393;
80, 9702, 41910;
61, 23007, 76467;
86, 3948, 26640;
73, 3110, 19992;
68, 24071, 81465;
51, 7079, 26443;
19, 3906, 12444;
33, 27378, 84316;
68, 22474, 76674;
45, 2432, 11350;
15, 24877, 75085;
9, 18823, 56635;
0, 5346, 16042;
20, 28478, 86238;
73, 6282, 29508;
52, 17186, 56970;
2, 24437, 73323;
62, 1448, 12036;
52, 56, 5580;
34, 9555, 30981;
52, 26269, 84219;
36, 1752, 7852;
55, 26892, 86730;
15, 6273, 19273;
77, 10985, 44817;
4, 13519, 40593;
75, 27246, 92992;
59, 6243, 25695;
32, 15066, 47250;
24, 28446, 86494;
5, 6842, 20580;
92, 15496, 63420;
9, 16231, 48859;
80, 9070, 40014;
1, 14800, 44406;
47, 20688, 66486;
91, 22649, 84513;
56, 3578, 17010;
60, 27332, 89200;
79, 15856, 60054;
4, 18800, 56436;
85, 18959, 71331;
30, 18527, 57385;
32, 16882, 52698;
25, 108, 1578;
39, 12947, 41887;
25, 18844, 57786;
49, 898, 7500;
81, 11460, 47506;
17, 4731, 14775;
21, 252, 1642;
95, 13411, 58287;
30, 18339, 56821;
53, 9555, 34287;
57, 27379, 88639;
28, 9736, 30780;
44, 5222, 19542;
27, 26554, 81124;
72, 11912, 46108;
44, 22011, 69909;
80, 4911, 27537;
35, 14307, 45375;
45, 21945, 69889;
76, 27754, 94818;
95, 661, 20037;
56, 17941, 60099;
2, 725, 2187;
94, 18901, 74379;
37, 15393, 48921;
85, 21804, 79866;
15, 29728, 89638;
66, 28561, 94399;
50, 24787, 79365;
88, 19222, 73158;
28, 1138, 4986;
12, 14408, 43516;
96, 21915, 84181;
90, 4438, 29518;
18, 9112, 27988;
27, 24694, 75544;
83, 4065, 25977;
93, 17797, 70693;
11, 16609, 50073;
96, 24301, 91339;
3, 12797, 38413;
58, 14796, 51120;
37, 17619, 55599;
97, 3411, 29055;
33, 655, 4147;
75, 17772, 64570;
3, 26020, 78082;
18, 8351, 25705;
59, 29417, 95217;
38, 25910, 80622;
36, 19393, 60775;
56, 29087, 93537;
96, 6064, 36628;
44, 11283, 37725;
22, 1611, 5805;
45, 5493, 20533;
9, 6463, 19555;
27, 893, 4141;
4, 20372, 61152;
21, 17941, 54709;
26, 5683, 18405;
8, 15363, 46221;
41, 8614, 29208;
76, 6857, 32127;
13, 5408, 16566;
89, 28105, 100161;
34, 6845, 22851;
45, 4269, 16861;
50, 20746, 67242;
5, 10502, 31560;
84, 12744, 52348;
25, 25395, 77439;
30, 21997, 67795;
95, 341, 19077;
36, 15084, 47848;
74, 13473, 51375;
53, 27958, 89496;
91, 10277, 47397;
25, 15361, 47337;
32, 1678, 7086;
59, 23112, 76302;
73, 1065, 13857;
17, 4371, 13695;
48, 616, 6460;
15, 26360, 79534;
52, 2680, 13452;
84, 24802, 88522;
12, 4593, 14071;
27, 16401, 50665;
84, 27437, 96427;
28, 24930, 76362;
88, 18365, 70587;
97, 8657, 44793;
44, 5912, 21612;
83, 27708, 96906;
32, 6069, 20259;
57, 21610, 71332;
69, 27180, 91066;
37, 25419, 78999;
43, 24472, 77118;
48, 849, 7159;
81, 1855, 18691;
51, 25888, 82870;
54, 16245, 54571;
55, 9138, 33468;
29, 19901, 61389;
81, 20863, 75715;
63, 16946, 58780;
94, 19723, 76845;
3, 10789, 32389;
12, 7647, 23233;
19, 22024, 66798;
54, 2444, 13168;
69, 13962, 51412;
45, 1214, 7696;
16, 5380, 16656;
72, 6318, 29326;
0, 11028, 33088;
56, 17418, 58530;
59, 23943, 78795;
91, 16601, 66369;
46, 7805, 27651;
38, 19913, 62631;
